ID,Walk,Species, Latitude, Longitude,Date, Time
5,3,human,51.431351,-1.336359,18/08/2017, 10:05:19
5,3,human,51.431499,-1.336277,18/08/2017, 10:05:40
5,3,human,51.43174,-1.336067,18/08/2017, 10:06:00
5,3,human,51.432003,-1.335832,18/08/2017, 10:06:21
5,3,human,51.432312,-1.33563,18/08/2017, 10:06:41
5,3,human,51.43269,-1.335551,18/08/2017, 10:07:05
5,3,human,51.432816,-1.335679,18/08/2017, 10:07:26
5,3,human,51.433018,-1.335952,18/08/2017, 10:07:47
5,3,human,51.433105,-1.335966,18/08/2017, 10:08:08
5,3,human,51.433231,-1.335799,18/08/2017, 10:08:28
5,3,human,51.433399,-1.335717,18/08/2017, 10:08:49
5,3,human,51.433586,-1.335538,18/08/2017, 10:09:11
5,3,human,51.433743,-1.335499,18/08/2017, 10:09:33
5,3,human,51.433937,-1.335711,18/08/2017, 10:09:56
5,3,human,51.434044,-1.335945,18/08/2017, 10:10:16
5,3,human,51.43457,-1.3359,18/08/2017, 10:10:41
5,3,human,51.434692,-1.336097,18/08/2017, 10:11:02
5,3,human,51.435162,-1.336128,18/08/2017, 10:11:26
5,3,human,51.435265,-1.33637,18/08/2017, 10:11:46
5,3,human,51.435528,-1.336088,18/08/2017, 10:12:10
5,3,human,51.435711,-1.335894,18/08/2017, 10:12:33
5,3,human,51.435871,-1.33593,18/08/2017, 10:12:54
5,3,human,51.435986,-1.335576,18/08/2017, 10:13:19
5,3,human,51.436195,-1.335435,18/08/2017, 10:13:43
6,3,dog,51.436714,-1.335855,18/08/2017, 09:38:58
6,3,dog,51.43697,-1.336353,18/08/2017, 09:39:34
6,3,dog,51.437241,-1.336374,18/08/2017, 09:39:56
6,3,dog,51.437435,-1.336346,18/08/2017, 09:40:18
6,3,dog,51.437691,-1.336427,18/08/2017, 09:40:43
6,3,dog,51.437878,-1.33668,18/08/2017, 09:41:06
6,3,dog,51.437939,-1.337075,18/08/2017, 09:41:28
6,3,dog,51.437908,-1.337471,18/08/2017, 09:41:50
6,3,dog,51.437912,-1.338199,18/08/2017, 09:42:12
6,3,dog,51.437881,-1.338521,18/08/2017, 09:42:34
6,3,dog,51.437832,-1.338896,18/08/2017, 09:42:54
6,3,dog,51.437855,-1.338998,18/08/2017, 09:43:15
6,3,dog,51.437756,-1.339601,18/08/2017, 09:43:36
6,3,dog,51.437626,-1.339913,18/08/2017, 09:43:56
6,3,dog,51.437561,-1.340156,18/08/2017, 09:44:17
6,3,dog,51.437263,-1.34032,18/08/2017, 09:44:38
6,3,dog,51.437069,-1.34041,18/08/2017, 09:44:59
6,3,dog,51.436848,-1.340706,18/08/2017, 09:45:20
6,3,dog,51.436592,-1.340796,18/08/2017, 09:45:42
6,3,dog,51.436287,-1.340865,18/08/2017, 09:46:04
6,3,dog,51.435997,-1.340913,18/08/2017, 09:46:25
6,3,dog,51.43586,-1.341198,18/08/2017, 09:46:46
6,3,dog,51.435703,-1.34132,18/08/2017, 09:47:08
6,3,dog,51.435699,-1.341756,18/08/2017, 09:47:29
6,3,dog,51.435669,-1.342134,18/08/2017, 09:47:49
6,3,dog,51.435596,-1.342504,18/08/2017, 09:48:09
6,3,dog,51.435463,-1.342766,18/08/2017, 09:48:32
6,3,dog,51.435238,-1.342977,18/08/2017, 09:48:54
6,3,dog,51.435066,-1.342993,18/08/2017, 09:49:14
6,3,dog,51.435085,-1.34354,18/08/2017, 09:49:36
6,3,dog,51.435081,-1.343935,18/08/2017, 09:49:59
6,3,dog,51.43504,-1.34439,18/08/2017, 09:50:20
6,3,dog,51.434837,-1.344651,18/08/2017, 09:50:42
6,3,dog,51.434582,-1.344783,18/08/2017, 09:51:04
6,3,dog,51.434414,-1.344816,18/08/2017, 09:51:27
6,3,dog,51.433746,-1.344713,18/08/2017, 09:51:56
6,3,dog,51.433704,-1.344547,18/08/2017, 09:52:17
6,3,dog,51.433743,-1.344295,18/08/2017, 09:52:38
6,3,dog,51.433624,-1.343928,18/08/2017, 09:52:58
6,3,dog,51.433578,-1.343477,18/08/2017, 09:53:20
6,3,dog,51.433582,-1.343117,18/08/2017, 09:53:40
6,3,dog,51.433609,-1.342885,18/08/2017, 09:54:01
6,3,dog,51.433472,-1.34267,18/08/2017, 09:54:22
6,3,dog,51.433167,-1.342514,18/08/2017, 09:54:42
6,3,dog,51.432919,-1.342475,18/08/2017, 09:55:04
6,3,dog,51.432758,-1.34251,18/08/2017, 09:55:24
6,3,dog,51.432598,-1.342339,18/08/2017, 09:55:44
6,3,dog,51.432346,-1.342016,18/08/2017, 09:56:05
6,3,dog,51.43227,-1.341855,18/08/2017, 09:56:28
6,3,dog,51.432987,-1.341441,18/08/2017, 09:56:51
6,3,dog,51.432953,-1.341384,18/08/2017, 09:57:11
6,3,dog,51.432735,-1.341237,18/08/2017, 09:57:31
6,3,dog,51.432545,-1.341136,18/08/2017, 09:57:52
6,3,dog,51.432373,-1.341137,18/08/2017, 09:58:13
6,3,dog,51.432114,-1.341065,18/08/2017, 09:58:34
6,3,dog,51.431889,-1.341088,18/08/2017, 09:58:56
6,3,dog,51.43169,-1.341057,18/08/2017, 09:59:18
6,3,dog,51.431465,-1.340796,18/08/2017, 09:59:40
6,3,dog,51.431099,-1.340626,18/08/2017, 10:00:00
6,3,dog,51.430988,-1.340434,18/08/2017, 10:00:22
6,3,dog,51.43082,-1.340137,18/08/2017, 10:00:44
6,3,dog,51.430752,-1.339812,18/08/2017, 10:01:05
6,3,dog,51.430698,-1.339361,18/08/2017, 10:01:25
6,3,dog,51.430702,-1.338996,18/08/2017, 10:01:45
6,3,dog,51.430695,-1.338656,18/08/2017, 10:02:08
6,3,dog,51.430767,-1.338695,18/08/2017, 10:02:28
6,3,dog,51.43074,-1.338222,18/08/2017, 10:02:49
6,3,dog,51.430748,-1.337836,18/08/2017, 10:03:10
6,3,dog,51.430683,-1.337447,18/08/2017, 10:03:30
6,3,dog,51.430687,-1.33706,18/08/2017, 10:03:53
6,3,dog,51.430847,-1.336794,18/08/2017, 10:04:14
6,3,dog,51.430935,-1.33636,18/08/2017, 10:04:35
6,3,dog,51.431023,-1.33611,18/08/2017, 10:04:56
6,3,dog,51.431141,-1.335947,18/08/2017, 10:05:17
6,3,dog,51.431358,-1.335874,18/08/2017, 10:05:37
6,3,dog,51.431545,-1.335586,18/08/2017, 10:05:57
6,3,dog,51.431595,-1.335398,18/08/2017, 10:06:18
6,3,dog,51.432129,-1.335314,18/08/2017, 10:06:41
6,3,dog,51.432442,-1.335346,18/08/2017, 10:07:02
6,3,dog,51.432632,-1.335536,18/08/2017, 10:07:22
6,3,dog,51.432774,-1.335711,18/08/2017, 10:07:44
6,3,dog,51.432953,-1.335507,18/08/2017, 10:08:05
6,3,dog,51.433151,-1.335377,18/08/2017, 10:08:26
6,3,dog,51.433346,-1.335288,18/08/2017, 10:08:47
6,3,dog,51.43354,-1.335278,18/08/2017, 10:09:07
6,3,dog,51.433575,-1.335127,18/08/2017, 10:09:28
6,3,dog,51.433685,-1.335356,18/08/2017, 10:09:49
6,3,dog,51.433838,-1.33544,18/08/2017, 10:10:11
6,3,dog,51.433949,-1.335429,18/08/2017, 10:10:33
6,3,dog,51.434315,-1.335546,18/08/2017, 10:10:55
6,3,dog,51.434811,-1.335675,18/08/2017, 10:11:18
6,3,dog,51.43504,-1.335885,18/08/2017, 10:11:42
6,3,dog,51.43523,-1.335901,18/08/2017, 10:12:05
6,3,dog,51.435619,-1.335694,18/08/2017, 10:12:28
6,3,dog,51.435616,-1.33559,18/08/2017, 10:12:50
6,3,dog,51.43565,-1.335369,18/08/2017, 10:13:13
6,3,dog,51.435848,-1.335228,18/08/2017, 10:13:33
6,3,dog,51.4361,-1.334901,18/08/2017, 10:13:54
7,4,human,51.435658,-1.33564,18/08/2017, 14:16:22
7,4,human,51.435616,-1.335574,18/08/2017, 14:16:47
7,4,human,51.435421,-1.33578,18/08/2017, 14:17:28
7,4,human,51.435356,-1.336156,18/08/2017, 14:18:00
7,4,human,51.435352,-1.33625,18/08/2017, 14:18:32
7,4,human,51.434727,-1.336113,18/08/2017, 14:18:57
7,4,human,51.434425,-1.33608,18/08/2017, 14:19:25
7,4,human,51.434158,-1.336132,18/08/2017, 14:19:50
7,4,human,51.433895,-1.336394,18/08/2017, 14:20:14
7,4,human,51.433826,-1.33647,18/08/2017, 14:20:37
7,4,human,51.433506,-1.336442,18/08/2017, 14:21:02
7,4,human,51.433426,-1.336358,18/08/2017, 14:21:28
7,4,human,51.433163,-1.33646,18/08/2017, 14:21:53
7,4,human,51.432915,-1.336395,18/08/2017, 14:22:18
7,4,human,51.432747,-1.336366,18/08/2017, 14:22:43
7,4,human,51.432621,-1.336449,18/08/2017, 14:23:05
7,4,human,51.432381,-1.336476,18/08/2017, 14:23:30
7,4,human,51.432163,-1.336379,18/08/2017, 14:23:53
7,4,human,51.43214,-1.33641,18/08/2017, 14:24:14
7,4,human,51.431965,-1.3366,18/08/2017, 14:24:37
7,4,human,51.431923,-1.336753,18/08/2017, 14:24:59
7,4,human,51.431831,-1.337415,18/08/2017, 14:25:23
7,4,human,51.432045,-1.337491,18/08/2017, 14:25:47
7,4,human,51.431946,-1.337559,18/08/2017, 14:26:09
7,4,human,51.431976,-1.337815,18/08/2017, 14:26:34
7,4,human,51.432026,-1.337919,18/08/2017, 14:26:56
7,4,human,51.432026,-1.338167,18/08/2017, 14:27:17
7,4,human,51.432091,-1.338613,18/08/2017, 14:27:42
7,4,human,51.432037,-1.338829,18/08/2017, 14:28:03
7,4,human,51.431816,-1.338893,18/08/2017, 14:28:25
7,4,human,51.431778,-1.339077,18/08/2017, 14:28:48
7,4,human,51.431694,-1.339399,18/08/2017, 14:29:12
7,4,human,51.431534,-1.339438,18/08/2017, 14:29:36
7,4,human,51.431328,-1.339565,18/08/2017, 14:30:01
7,4,human,51.431171,-1.339661,18/08/2017, 14:30:23
7,4,human,51.430752,-1.339703,18/08/2017, 14:30:45
7,4,human,51.430614,-1.339942,18/08/2017, 14:31:10
7,4,human,51.430706,-1.340014,18/08/2017, 14:31:38
7,4,human,51.430923,-1.340383,18/08/2017, 14:32:04
7,4,human,51.431149,-1.340585,18/08/2017, 14:32:30
7,4,human,51.431149,-1.340637,18/08/2017, 14:32:51
7,4,human,51.431313,-1.340802,18/08/2017, 14:33:17
7,4,human,51.431374,-1.340704,18/08/2017, 14:33:44
7,4,human,51.431286,-1.340724,18/08/2017, 14:34:09
7,4,human,51.431313,-1.340599,18/08/2017, 14:34:32
7,4,human,51.431339,-1.340722,18/08/2017, 14:34:55
7,4,human,51.431442,-1.340805,18/08/2017, 14:35:16
7,4,human,51.431438,-1.340825,18/08/2017, 14:35:39
7,4,human,51.431454,-1.340921,18/08/2017, 14:36:01
7,4,human,51.431618,-1.341319,18/08/2017, 14:36:24
7,4,human,51.431675,-1.341319,18/08/2017, 14:36:45
7,4,human,51.431816,-1.341278,18/08/2017, 14:37:06
7,4,human,51.432018,-1.341429,18/08/2017, 14:37:29
7,4,human,51.432121,-1.341382,18/08/2017, 14:37:50
7,4,human,51.432434,-1.341305,18/08/2017, 14:38:10
7,4,human,51.432407,-1.341422,18/08/2017, 14:38:32
7,4,human,51.432598,-1.341399,18/08/2017, 14:38:55
7,4,human,51.43261,-1.341314,18/08/2017, 14:39:18
7,4,human,51.432823,-1.34119,18/08/2017, 14:39:41
7,4,human,51.432934,-1.341131,18/08/2017, 14:40:02
7,4,human,51.433002,-1.341122,18/08/2017, 14:40:25
7,4,human,51.433174,-1.341053,18/08/2017, 14:40:51
7,4,human,51.433186,-1.340886,18/08/2017, 14:41:15
7,4,human,51.433174,-1.340834,18/08/2017, 14:41:41
7,4,human,51.433323,-1.340586,18/08/2017, 14:42:06
7,4,human,51.433357,-1.340409,18/08/2017, 14:42:30
7,4,human,51.433418,-1.340544,18/08/2017, 14:42:55
7,4,human,51.433517,-1.340382,18/08/2017, 14:43:05
7,4,human,51.433609,-1.340274,18/08/2017, 14:43:29
7,4,human,51.433704,-1.340147,18/08/2017, 14:43:53
7,4,human,51.433903,-1.340005,18/08/2017, 14:44:13
7,4,human,51.434021,-1.340134,18/08/2017, 14:44:36
7,4,human,51.434132,-1.340115,18/08/2017, 14:44:57
7,4,human,51.434349,-1.340418,18/08/2017, 14:45:20
7,4,human,51.434273,-1.340656,18/08/2017, 14:45:41
7,4,human,51.434196,-1.341092,18/08/2017, 14:46:01
7,4,human,51.434128,-1.341312,18/08/2017, 14:46:22
7,4,human,51.434109,-1.341231,18/08/2017, 14:46:42
7,4,human,51.434231,-1.34155,18/08/2017, 14:47:04
7,4,human,51.434208,-1.341738,18/08/2017, 14:47:25
7,4,human,51.434193,-1.342053,18/08/2017, 14:47:46
7,4,human,51.4342,-1.342299,18/08/2017, 14:48:08
7,4,human,51.434376,-1.342505,18/08/2017, 14:48:31
7,4,human,51.43449,-1.342401,18/08/2017, 14:48:52
7,4,human,51.434608,-1.342235,18/08/2017, 14:49:15
7,4,human,51.434719,-1.342081,18/08/2017, 14:49:38
7,4,human,51.434818,-1.341981,18/08/2017, 14:49:59
7,4,human,51.434967,-1.341938,18/08/2017, 14:50:21
7,4,human,51.435165,-1.341998,18/08/2017, 14:50:43
7,4,human,51.43531,-1.341864,18/08/2017, 14:51:06
7,4,human,51.435486,-1.341509,18/08/2017, 14:51:30
7,4,human,51.435524,-1.341408,18/08/2017, 14:51:50
7,4,human,51.4356,-1.341187,18/08/2017, 14:52:13
7,4,human,51.43576,-1.341047,18/08/2017, 14:52:33
7,4,human,51.435913,-1.340809,18/08/2017, 14:52:56
7,4,human,51.436016,-1.340607,18/08/2017, 14:53:16
7,4,human,51.436195,-1.340438,18/08/2017, 14:53:37
7,4,human,51.436306,-1.340188,18/08/2017, 14:53:57
7,4,human,51.43642,-1.33998,18/08/2017, 14:54:18
7,4,human,51.436577,-1.339808,18/08/2017, 14:54:39
7,4,human,51.436703,-1.339666,18/08/2017, 14:55:00
7,4,human,51.436855,-1.339378,18/08/2017, 14:55:21
7,4,human,51.437,-1.339268,18/08/2017, 14:55:43
7,4,human,51.437107,-1.339053,18/08/2017, 14:56:03
7,4,human,51.437134,-1.338864,18/08/2017, 14:56:24
7,4,human,51.437145,-1.338607,18/08/2017, 14:56:45
7,4,human,51.437088,-1.338382,18/08/2017, 14:57:05
7,4,human,51.437016,-1.338045,18/08/2017, 14:57:27
7,4,human,51.437008,-1.337881,18/08/2017, 14:57:36
7,4,human,51.436989,-1.337537,18/08/2017, 14:58:00
7,4,human,51.436935,-1.337376,18/08/2017, 14:58:24
7,4,human,51.436817,-1.337286,18/08/2017, 14:58:45
7,4,human,51.436893,-1.337228,18/08/2017, 14:59:05
7,4,human,51.436821,-1.337116,18/08/2017, 14:59:29
7,4,human,51.436859,-1.337018,18/08/2017, 14:59:51
7,4,human,51.436672,-1.336601,18/08/2017, 15:00:14
7,4,human,51.436604,-1.336531,18/08/2017, 15:00:35
7,4,human,51.43668,-1.336265,18/08/2017, 15:00:55
7,4,human,51.436531,-1.336119,18/08/2017, 15:01:16
7,4,human,51.436462,-1.33592,18/08/2017, 15:01:38
7,4,human,51.436367,-1.335654,18/08/2017, 15:01:58
7,4,human,51.436165,-1.335612,18/08/2017, 15:02:21
7,4,human,51.436111,-1.335796,18/08/2017, 15:02:42
7,4,human,51.435947,-1.33595,18/08/2017, 15:03:04
7,4,human,51.43586,-1.336091,18/08/2017, 15:03:25
7,4,human,51.435719,-1.33613,18/08/2017, 15:03:46
7,4,human,51.435707,-1.336055,18/08/2017, 15:04:08
7,4,human,51.435688,-1.336006,18/08/2017, 15:04:29
7,4,human,51.435749,-1.335862,18/08/2017, 15:04:52
8,4,dog,51.435368,-1.335662,18/08/2017, 14:16:12
8,4,dog,51.435375,-1.335706,18/08/2017, 14:16:32
8,4,dog,51.435352,-1.335871,18/08/2017, 14:16:53
8,4,dog,51.435471,-1.335989,18/08/2017, 14:17:37
8,4,dog,51.435474,-1.336179,18/08/2017, 14:17:59
8,4,dog,51.435081,-1.336105,18/08/2017, 14:18:42
8,4,dog,51.434341,-1.336186,18/08/2017, 14:19:18
8,4,dog,51.433914,-1.336275,18/08/2017, 14:19:46
8,4,dog,51.433872,-1.33639,18/08/2017, 14:20:07
8,4,dog,51.433514,-1.336543,18/08/2017, 14:20:33
8,4,dog,51.433445,-1.336575,18/08/2017, 14:20:54
8,4,dog,51.433311,-1.336401,18/08/2017, 14:21:15
8,4,dog,51.433327,-1.336355,18/08/2017, 14:21:37
8,4,dog,51.433155,-1.336335,18/08/2017, 14:21:59
8,4,dog,51.43264,-1.336263,18/08/2017, 14:22:30
8,4,dog,51.432533,-1.336359,18/08/2017, 14:22:52
8,4,dog,51.432407,-1.336383,18/08/2017, 14:23:12
8,4,dog,51.432327,-1.336446,18/08/2017, 14:23:34
8,4,dog,51.432182,-1.336269,18/08/2017, 14:23:55
8,4,dog,51.432068,-1.336318,18/08/2017, 14:24:16
8,4,dog,51.431854,-1.336578,18/08/2017, 14:24:37
8,4,dog,51.431633,-1.336996,18/08/2017, 14:25:02
8,4,dog,51.431622,-1.337057,18/08/2017, 14:25:22
8,4,dog,51.431671,-1.337368,18/08/2017, 14:25:44
8,4,dog,51.431629,-1.337555,18/08/2017, 14:26:07
8,4,dog,51.431641,-1.337883,18/08/2017, 14:26:31
8,4,dog,51.431713,-1.337972,18/08/2017, 14:26:53
8,4,dog,51.431751,-1.338157,18/08/2017, 14:27:14
8,4,dog,51.431789,-1.338498,18/08/2017, 14:27:34
8,4,dog,51.431705,-1.33878,18/08/2017, 14:27:59
8,4,dog,51.431568,-1.338896,18/08/2017, 14:28:22
8,4,dog,51.431427,-1.338939,18/08/2017, 14:28:46
8,4,dog,51.431454,-1.339278,18/08/2017, 14:29:08
8,4,dog,51.431461,-1.33943,18/08/2017, 14:29:28
8,4,dog,51.431232,-1.339557,18/08/2017, 14:29:55
8,4,dog,51.431145,-1.339546,18/08/2017, 14:30:15
8,4,dog,51.430862,-1.339645,18/08/2017, 14:30:38
8,4,dog,51.430717,-1.339665,18/08/2017, 14:30:58
8,4,dog,51.430668,-1.339897,18/08/2017, 14:31:20
8,4,dog,51.430763,-1.340225,18/08/2017, 14:31:49
8,4,dog,51.430706,-1.340331,18/08/2017, 14:32:15
8,4,dog,51.430801,-1.340466,18/08/2017, 14:32:36
8,4,dog,51.431133,-1.340663,18/08/2017, 14:33:02
8,4,dog,51.43121,-1.340675,18/08/2017, 14:33:31
8,4,dog,51.431213,-1.340711,18/08/2017, 14:33:51
8,4,dog,51.431252,-1.340693,18/08/2017, 14:34:13
8,4,dog,51.431156,-1.340568,18/08/2017, 14:34:40
8,4,dog,51.431198,-1.340859,18/08/2017, 14:35:01
8,4,dog,51.431313,-1.340905,18/08/2017, 14:35:22
8,4,dog,51.431389,-1.340869,18/08/2017, 14:35:47
8,4,dog,51.431438,-1.341157,18/08/2017, 14:36:13
8,4,dog,51.431553,-1.341166,18/08/2017, 14:36:33
8,4,dog,51.431717,-1.341218,18/08/2017, 14:36:54
8,4,dog,51.432049,-1.341255,18/08/2017, 14:37:19
8,4,dog,51.432037,-1.341212,18/08/2017, 14:37:40
8,4,dog,51.432213,-1.341294,18/08/2017, 14:38:02
8,4,dog,51.432205,-1.341283,18/08/2017, 14:38:23
8,4,dog,51.432339,-1.341332,18/08/2017, 14:38:45
8,4,dog,51.43235,-1.34117,18/08/2017, 14:39:07
8,4,dog,51.432507,-1.341171,18/08/2017, 14:39:28
8,4,dog,51.432793,-1.341227,18/08/2017, 14:39:53
8,4,dog,51.432796,-1.341043,18/08/2017, 14:40:14
8,4,dog,51.432907,-1.341027,18/08/2017, 14:40:34
8,4,dog,51.432995,-1.340919,18/08/2017, 14:41:00
8,4,dog,51.432922,-1.340927,18/08/2017, 14:41:26
8,4,dog,51.433033,-1.340763,18/08/2017, 14:41:52
8,4,dog,51.433041,-1.340369,18/08/2017, 14:42:17
8,4,dog,51.433094,-1.34038,18/08/2017, 14:42:42
8,4,dog,51.433178,-1.340268,18/08/2017, 14:43:06
8,4,dog,51.433414,-1.340074,18/08/2017, 14:43:31
8,4,dog,51.433674,-1.339811,18/08/2017, 14:43:56
8,4,dog,51.433762,-1.33979,18/08/2017, 14:44:18
8,4,dog,51.433887,-1.339874,18/08/2017, 14:44:41
8,4,dog,51.434174,-1.340109,18/08/2017, 14:45:07
8,4,dog,51.434147,-1.340299,18/08/2017, 14:45:31
8,4,dog,51.434032,-1.340781,18/08/2017, 14:45:56
8,4,dog,51.433998,-1.341067,18/08/2017, 14:46:18
8,4,dog,51.434052,-1.341138,18/08/2017, 14:46:41
8,4,dog,51.434063,-1.341303,18/08/2017, 14:47:02
8,4,dog,51.433929,-1.341842,18/08/2017, 14:47:24
8,4,dog,51.433933,-1.342151,18/08/2017, 14:47:46
8,4,dog,51.434002,-1.342252,18/08/2017, 14:48:07
8,4,dog,51.43404,-1.342551,18/08/2017, 14:48:31
8,4,dog,51.434242,-1.342267,18/08/2017, 14:48:54
8,4,dog,51.434296,-1.342168,18/08/2017, 14:49:14
8,4,dog,51.434422,-1.342059,18/08/2017, 14:49:37
8,4,dog,51.434513,-1.342016,18/08/2017, 14:49:58
8,4,dog,51.434708,-1.34201,18/08/2017, 14:50:19
8,4,dog,51.434998,-1.341846,18/08/2017, 14:50:42
8,4,dog,51.435074,-1.341679,18/08/2017, 14:51:02
8,4,dog,51.435242,-1.341444,18/08/2017, 14:51:22
8,4,dog,51.435291,-1.341184,18/08/2017, 14:51:43
8,4,dog,51.435402,-1.341146,18/08/2017, 14:52:04
8,4,dog,51.435543,-1.340958,18/08/2017, 14:52:24
8,4,dog,51.435738,-1.340696,18/08/2017, 14:52:48
8,4,dog,51.435837,-1.340448,18/08/2017, 14:53:10
8,4,dog,51.436028,-1.340258,18/08/2017, 14:53:34
8,4,dog,51.436069,-1.340068,18/08/2017, 14:53:55
8,4,dog,51.436157,-1.339792,18/08/2017, 14:54:15
8,4,dog,51.436302,-1.339659,18/08/2017, 14:54:36
8,4,dog,51.436409,-1.339381,18/08/2017, 14:54:58
8,4,dog,51.436535,-1.339248,18/08/2017, 14:55:18
8,4,dog,51.436848,-1.338983,18/08/2017, 14:55:41
8,4,dog,51.436985,-1.338717,18/08/2017, 14:56:04
8,4,dog,51.436874,-1.338525,18/08/2017, 14:56:24
8,4,dog,51.436806,-1.338315,18/08/2017, 14:56:47
8,4,dog,51.436844,-1.338127,18/08/2017, 14:57:09
8,4,dog,51.436794,-1.337709,18/08/2017, 14:57:33
8,4,dog,51.436825,-1.337359,18/08/2017, 14:57:57
8,4,dog,51.436935,-1.337125,18/08/2017, 14:58:23
8,4,dog,51.436741,-1.337076,18/08/2017, 14:58:45
8,4,dog,51.436726,-1.337135,18/08/2017, 14:59:07
8,4,dog,51.436455,-1.337071,18/08/2017, 14:59:31
8,4,dog,51.436516,-1.33695,18/08/2017, 14:59:53
8,4,dog,51.436714,-1.33681,18/08/2017, 15:00:16
8,4,dog,51.436619,-1.336764,18/08/2017, 15:00:37
8,4,dog,51.43644,-1.336513,18/08/2017, 15:01:00
8,4,dog,51.436584,-1.336239,18/08/2017, 15:01:23
8,4,dog,51.436234,-1.335962,18/08/2017, 15:01:46
8,4,dog,51.436203,-1.335736,18/08/2017, 15:02:07
8,4,dog,51.436172,-1.335456,18/08/2017, 15:02:29
8,4,dog,51.435989,-1.335532,18/08/2017, 15:02:52
8,4,dog,51.435764,-1.335796,18/08/2017, 15:03:14
8,4,dog,51.435711,-1.335752,18/08/2017, 15:03:37
8,4,dog,51.435646,-1.335972,18/08/2017, 15:03:59
8,4,dog,51.435654,-1.335944,18/08/2017, 15:04:19
8,4,dog,51.435555,-1.335992,18/08/2017, 15:04:40
